Hour;Year;Month;Day;Season;Daytime;Value;Max_Temp;Avrg_Temp;Min_Temp
7;2017;9;20;3;1;;82;67;48
8;2017;9;20;3;1;;82;67;48
9;2017;9;20;3;1;;82;67;48
10;2017;9;20;3;1;;82;67;48
11;2017;9;20;3;1;;82;67;48
12;2017;9;20;3;2;;82;67;48
13;2017;9;20;3;2;;82;67;48
14;2017;9;20;3;2;;82;67;48
15;2017;9;20;3;2;;82;67;48
16;2017;9;20;3;2;;82;67;48
17;2017;9;20;3;2;;82;67;48
18;2017;9;20;3;3;;82;67;48
19;2017;9;20;3;3;;82;67;48
20;2017;9;20;3;3;;82;67;48
21;2017;9;20;3;3;;82;67;48
22;2017;9;20;3;3;;82;67;48
23;2017;9;20;3;3;;82;67;48
24;2017;9;20;3;4;;82;67;48
1;2017;9;21;3;4;;84;69;50
2;2017;9;21;3;4;;84;69;50
3;2017;9;21;3;4;;84;69;50
4;2017;9;21;3;4;;84;69;50
5;2017;9;21;3;4;;84;69;50
6;2017;9;21;3;1;;84;69;50
7;2017;9;21;3;1;;84;69;50
8;2017;9;21;3;1;;84;69;50
9;2017;9;21;3;1;;84;69;50
10;2017;9;21;3;1;;84;69;50
11;2017;9;21;3;1;;84;69;50
12;2017;9;21;3;2;;84;69;50
13;2017;9;21;3;2;;84;69;50
14;2017;9;21;3;2;;84;69;50
15;2017;9;21;3;2;;84;69;50
16;2017;9;21;3;2;;84;69;50
17;2017;9;21;3;2;;84;69;50
18;2017;9;21;3;3;;84;69;50
19;2017;9;21;3;3;;84;69;50
20;2017;9;21;3;3;;84;69;50
21;2017;9;21;3;3;;84;69;50
22;2017;9;21;3;3;;84;69;50
23;2017;9;21;3;3;;84;69;50
24;2017;9;21;3;4;;84;69;50
1;2017;9;22;3;4;;81;71;59
2;2017;9;22;3;4;;81;71;59
3;2017;9;22;3;4;;81;71;59
4;2017;9;22;3;4;;81;71;59
5;2017;9;22;3;4;;81;71;59
6;2017;9;22;3;1;;81;71;59
7;2017;9;22;3;1;;81;71;59
8;2017;9;22;3;1;;81;71;59
9;2017;9;22;3;1;;81;71;59
10;2017;9;22;3;1;;81;71;59
11;2017;9;22;3;1;;81;71;59
12;2017;9;22;3;2;;81;71;59
13;2017;9;22;3;2;;81;71;59
14;2017;9;22;3;2;;81;71;59
15;2017;9;22;3;2;;81;71;59
16;2017;9;22;3;2;;81;71;59
17;2017;9;22;3;2;;81;71;59
18;2017;9;22;3;3;;81;71;59
19;2017;9;22;3;3;;81;71;59
20;2017;9;22;3;3;;81;71;59
21;2017;9;22;3;3;;81;71;59
22;2017;9;22;3;3;;81;71;59
23;2017;9;22;3;3;;81;71;59
24;2017;9;22;3;4;;81;71;59
1;2017;9;23;3;4;;84;70;55
2;2017;9;23;3;4;;84;70;55
3;2017;9;23;3;4;;84;70;55
4;2017;9;23;3;4;;84;70;55
5;2017;9;23;3;4;;84;70;55
6;2017;9;23;3;1;;84;70;55
7;2017;9;23;3;1;;84;70;55
8;2017;9;23;3;1;;84;70;55
9;2017;9;23;3;1;;84;70;55
10;2017;9;23;3;1;;84;70;55
11;2017;9;23;3;1;;84;70;55
12;2017;9;23;3;2;;84;70;55
13;2017;9;23;3;2;;84;70;55
14;2017;9;23;3;2;;84;70;55
15;2017;9;23;3;2;;84;70;55
16;2017;9;23;3;2;;84;70;55
17;2017;9;23;3;2;;84;70;55
18;2017;9;23;3;3;;84;70;55
19;2017;9;23;3;3;;84;70;55
20;2017;9;23;3;3;;84;70;55
21;2017;9;23;3;3;;84;70;55
22;2017;9;23;3;3;;84;70;55
23;2017;9;23;3;3;;84;70;55
24;2017;9;23;3;4;;84;70;55
1;2017;9;24;3;4;;86;70;54
2;2017;9;24;3;4;;86;70;54
3;2017;9;24;3;4;;86;70;54
4;2017;9;24;3;4;;86;70;54
5;2017;9;24;3;4;;86;70;54
6;2017;9;24;3;1;;86;70;54
7;2017;9;24;3;1;;86;70;54
8;2017;9;24;3;1;;86;70;54
9;2017;9;24;3;1;;86;70;54
10;2017;9;24;3;1;;86;70;54
11;2017;9;24;3;1;;86;70;54
12;2017;9;24;3;2;;86;70;54
13;2017;9;24;3;2;;86;70;54
14;2017;9;24;3;2;;86;70;54
15;2017;9;24;3;2;;86;70;54
16;2017;9;24;3;2;;86;70;54
17;2017;9;24;3;2;;86;70;54
18;2017;9;24;3;3;;86;70;54
19;2017;9;24;3;3;;86;70;54
20;2017;9;24;3;3;;86;70;54
21;2017;9;24;3;3;;86;70;54
22;2017;9;24;3;3;;86;70;54
23;2017;9;24;3;3;;86;70;54
24;2017;9;24;3;4;;86;70;54
1;2017;9;25;3;4;;84;70;55
2;2017;9;25;3;4;;84;70;55
3;2017;9;25;3;4;;84;70;55
4;2017;9;25;3;4;;84;70;55
5;2017;9;25;3;4;;84;70;55
6;2017;9;25;3;1;;84;70;55
7;2017;9;25;3;1;;84;70;55
8;2017;9;25;3;1;;84;70;55
9;2017;9;25;3;1;;84;70;55
10;2017;9;25;3;1;;84;70;55
11;2017;9;25;3;1;;84;70;55
12;2017;9;25;3;2;;84;70;55
13;2017;9;25;3;2;;84;70;55
14;2017;9;25;3;2;;84;70;55
15;2017;9;25;3;2;;84;70;55
16;2017;9;25;3;2;;84;70;55
17;2017;9;25;3;2;;84;70;55
18;2017;9;25;3;3;;84;70;55
19;2017;9;25;3;3;;84;70;55
20;2017;9;25;3;3;;84;70;55
21;2017;9;25;3;3;;84;70;55
22;2017;9;25;3;3;;84;70;55
23;2017;9;25;3;3;;84;70;55
24;2017;9;25;3;4;;84;70;55
1;2017;9;26;3;4;;79;68;55
2;2017;9;26;3;4;;79;68;55
3;2017;9;26;3;4;;79;68;55
4;2017;9;26;3;4;;79;68;55
5;2017;9;26;3;4;;79;68;55
6;2017;9;26;3;1;;79;68;55
7;2017;9;26;3;1;;79;68;55
8;2017;9;26;3;1;;79;68;55
9;2017;9;26;3;1;;79;68;55
10;2017;9;26;3;1;;79;68;55
11;2017;9;26;3;1;;79;68;55
12;2017;9;26;3;2;;79;68;55
13;2017;9;26;3;2;;79;68;55
14;2017;9;26;3;2;;79;68;55
15;2017;9;26;3;2;;79;68;55
16;2017;9;26;3;2;;79;68;55
17;2017;9;26;3;2;;79;68;55
18;2017;9;26;3;3;;79;68;55
19;2017;9;26;3;3;;79;68;55
20;2017;9;26;3;3;;79;68;55
21;2017;9;26;3;3;;79;68;55
22;2017;9;26;3;3;;79;68;55
23;2017;9;26;3;3;;79;68;55
24;2017;9;26;3;4;;79;68;55
1;2017;9;27;3;4;;79;67;52
2;2017;9;27;3;4;;79;67;52
3;2017;9;27;3;4;;79;67;52
4;2017;9;27;3;4;;79;67;52
5;2017;9;27;3;4;;79;67;52
6;2017;9;27;3;1;;79;67;52
7;2017;9;27;3;1;;79;67;52
8;2017;9;27;3;1;;79;67;52
9;2017;9;27;3;1;;79;67;52
10;2017;9;27;3;1;;79;67;52
11;2017;9;27;3;1;;79;67;52
12;2017;9;27;3;2;;79;67;52
13;2017;9;27;3;2;;79;67;52
14;2017;9;27;3;2;;79;67;52
15;2017;9;27;3;2;;79;67;52
16;2017;9;27;3;2;;79;67;52
17;2017;9;27;3;2;;79;67;52
18;2017;9;27;3;3;;79;67;52
19;2017;9;27;3;3;;79;67;52
20;2017;9;27;3;3;;79;67;52
21;2017;9;27;3;3;;79;67;52
22;2017;9;27;3;3;;79;67;52
23;2017;9;27;3;3;;79;67;52
24;2017;9;27;3;4;;79;67;52
1;2017;9;28;3;4;;84;68;54
2;2017;9;28;3;4;;84;68;54
3;2017;9;28;3;4;;84;68;54
4;2017;9;28;3;4;;84;68;54
5;2017;9;28;3;4;;84;68;54
6;2017;9;28;3;1;;84;68;54
7;2017;9;28;3;1;;84;68;54
8;2017;9;28;3;1;;84;68;54
9;2017;9;28;3;1;;84;68;54
10;2017;9;28;3;1;;84;68;54
11;2017;9;28;3;1;;84;68;54
12;2017;9;28;3;2;;84;68;54
13;2017;9;28;3;2;;84;68;54
14;2017;9;28;3;2;;84;68;54
15;2017;9;28;3;2;;84;68;54
16;2017;9;28;3;2;;84;68;54
17;2017;9;28;3;2;;84;68;54
18;2017;9;28;3;3;;84;68;54
19;2017;9;28;3;3;;84;68;54
20;2017;9;28;3;3;;84;68;54
21;2017;9;28;3;3;;84;68;54
22;2017;9;28;3;3;;84;68;54
23;2017;9;28;3;3;;84;68;54
24;2017;9;28;3;4;;84;68;54
1;2017;9;29;3;4;;84;70;55
2;2017;9;29;3;4;;84;70;55
3;2017;9;29;3;4;;84;70;55
4;2017;9;29;3;4;;84;70;55
5;2017;9;29;3;4;;84;70;55
6;2017;9;29;3;1;;84;70;55
7;2017;9;29;3;1;;84;70;55
8;2017;9;29;3;1;;84;70;55
9;2017;9;29;3;1;;84;70;55
10;2017;9;29;3;1;;84;70;55
11;2017;9;29;3;1;;84;70;55
12;2017;9;29;3;2;;84;70;55
13;2017;9;29;3;2;;84;70;55
14;2017;9;29;3;2;;84;70;55
15;2017;9;29;3;2;;84;70;55
16;2017;9;29;3;2;;84;70;55
17;2017;9;29;3;2;;84;70;55
18;2017;9;29;3;3;;84;70;55
19;2017;9;29;3;3;;84;70;55
20;2017;9;29;3;3;;84;70;55
21;2017;9;29;3;3;;84;70;55
22;2017;9;29;3;3;;84;70;55
23;2017;9;29;3;3;;84;70;55
24;2017;9;29;3;4;;84;70;55
1;2017;9;30;3;4;;84;71;59
2;2017;9;30;3;4;;84;71;59
3;2017;9;30;3;4;;84;71;59
4;2017;9;30;3;4;;84;71;59
5;2017;9;30;3;4;;84;71;59
6;2017;9;30;3;1;;84;71;59
7;2017;9;30;3;1;;84;71;59
8;2017;9;30;3;1;;84;71;59
9;2017;9;30;3;1;;84;71;59
10;2017;9;30;3;1;;84;71;59
11;2017;9;30;3;1;;84;71;59
12;2017;9;30;3;2;;84;71;59
13;2017;9;30;3;2;;84;71;59
14;2017;9;30;3;2;;84;71;59
15;2017;9;30;3;2;;84;71;59
16;2017;9;30;3;2;;84;71;59
17;2017;9;30;3;2;;84;71;59
18;2017;9;30;3;3;;84;71;59
19;2017;9;30;3;3;;84;71;59
20;2017;9;30;3;3;;84;71;59
21;2017;9;30;3;3;;84;71;59
22;2017;9;30;3;3;;84;71;59
23;2017;9;30;3;3;;84;71;59
24;2017;9;30;3;4;;84;71;59
1;2017;10;1;3;4;;81;71;63
2;2017;10;1;3;4;;81;71;63
3;2017;10;1;3;4;;81;71;63
4;2017;10;1;3;4;;81;71;63
5;2017;10;1;3;4;;81;71;63
6;2017;10;1;3;1;;81;71;63
7;2017;10;1;3;1;;81;71;63
8;2017;10;1;3;1;;81;71;63
9;2017;10;1;3;1;;81;71;63
10;2017;10;1;3;1;;81;71;63
11;2017;10;1;3;1;;81;71;63
12;2017;10;1;3;2;;81;71;63
13;2017;10;1;3;2;;81;71;63
14;2017;10;1;3;2;;81;71;63
15;2017;10;1;3;2;;81;71;63
16;2017;10;1;3;2;;81;71;63
17;2017;10;1;3;2;;81;71;63
18;2017;10;1;3;3;;81;71;63
19;2017;10;1;3;3;;81;71;63
20;2017;10;1;3;3;;81;71;63
21;2017;10;1;3;3;;81;71;63
22;2017;10;1;3;3;;81;71;63
23;2017;10;1;3;3;;81;71;63
24;2017;10;1;3;4;;81;71;63
1;2017;10;2;3;4;;86;71;55
2;2017;10;2;3;4;;86;71;55
3;2017;10;2;3;4;;86;71;55
4;2017;10;2;3;4;;86;71;55
5;2017;10;2;3;4;;86;71;55
6;2017;10;2;3;1;;86;71;55
7;2017;10;2;3;1;;86;71;55
8;2017;10;2;3;1;;86;71;55
9;2017;10;2;3;1;;86;71;55
10;2017;10;2;3;1;;86;71;55
11;2017;10;2;3;1;;86;71;55
12;2017;10;2;3;2;;86;71;55
13;2017;10;2;3;2;;86;71;55
14;2017;10;2;3;2;;86;71;55
15;2017;10;2;3;2;;86;71;55
16;2017;10;2;3;2;;86;71;55
17;2017;10;2;3;2;;86;71;55
18;2017;10;2;3;3;;86;71;55
19;2017;10;2;3;3;;86;71;55
20;2017;10;2;3;3;;86;71;55
21;2017;10;2;3;3;;86;71;55
22;2017;10;2;3;3;;86;71;55
23;2017;10;2;3;3;;86;71;55
24;2017;10;2;3;4;;86;71;55
1;2017;10;3;3;4;;86;73;57
2;2017;10;3;3;4;;86;73;57
3;2017;10;3;3;4;;86;73;57
4;2017;10;3;3;4;;86;73;57
5;2017;10;3;3;4;;86;73;57
6;2017;10;3;3;1;;86;73;57
7;2017;10;3;3;1;;86;73;57
8;2017;10;3;3;1;;86;73;57
9;2017;10;3;3;1;;86;73;57
10;2017;10;3;3;1;;86;73;57
11;2017;10;3;3;1;;86;73;57
12;2017;10;3;3;2;;86;73;57
13;2017;10;3;3;2;;86;73;57
14;2017;10;3;3;2;;86;73;57
15;2017;10;3;3;2;;86;73;57
16;2017;10;3;3;2;;86;73;57
17;2017;10;3;3;2;;86;73;57
18;2017;10;3;3;3;;86;73;57
19;2017;10;3;3;3;;86;73;57
20;2017;10;3;3;3;;86;73;57
21;2017;10;3;3;3;;86;73;57
22;2017;10;3;3;3;;86;73;57
23;2017;10;3;3;3;;86;73;57
24;2017;10;3;3;4;;86;73;57
1;2017;10;4;3;4;;86;73;59
2;2017;10;4;3;4;;86;73;59
3;2017;10;4;3;4;;86;73;59
4;2017;10;4;3;4;;86;73;59
5;2017;10;4;3;4;;86;73;59
6;2017;10;4;3;1;;86;73;59
7;2017;10;4;3;1;;86;73;59
8;2017;10;4;3;1;;86;73;59
9;2017;10;4;3;1;;86;73;59
10;2017;10;4;3;1;;86;73;59
11;2017;10;4;3;1;;86;73;59
12;2017;10;4;3;2;;86;73;59
13;2017;10;4;3;2;;86;73;59
14;2017;10;4;3;2;;86;73;59
15;2017;10;4;3;2;;86;73;59
16;2017;10;4;3;2;;86;73;59
17;2017;10;4;3;2;;86;73;59
18;2017;10;4;3;3;;86;73;59
19;2017;10;4;3;3;;86;73;59
20;2017;10;4;3;3;;86;73;59
21;2017;10;4;3;3;;86;73;59
22;2017;10;4;3;3;;86;73;59
23;2017;10;4;3;3;;86;73;59
24;2017;10;4;3;4;;86;73;59
1;2017;10;5;3;4;;88;72;55
2;2017;10;5;3;4;;88;72;55
3;2017;10;5;3;4;;88;72;55
4;2017;10;5;3;4;;88;72;55
5;2017;10;5;3;4;;88;72;55
6;2017;10;5;3;1;;88;72;55
7;2017;10;5;3;1;;88;72;55
8;2017;10;5;3;1;;88;72;55
9;2017;10;5;3;1;;88;72;55
10;2017;10;5;3;1;;88;72;55
11;2017;10;5;3;1;;88;72;55
12;2017;10;5;3;2;;88;72;55
13;2017;10;5;3;2;;88;72;55
14;2017;10;5;3;2;;88;72;55
15;2017;10;5;3;2;;88;72;55
16;2017;10;5;3;2;;88;72;55
17;2017;10;5;3;2;;88;72;55
18;2017;10;5;3;3;;88;72;55
19;2017;10;5;3;3;;88;72;55
20;2017;10;5;3;3;;88;72;55
21;2017;10;5;3;3;;88;72;55
22;2017;10;5;3;3;;88;72;55
23;2017;10;5;3;3;;88;72;55
24;2017;10;5;3;4;;88;72;55
1;2017;10;6;3;4;;88;73;55
2;2017;10;6;3;4;;88;73;55
3;2017;10;6;3;4;;88;73;55
4;2017;10;6;3;4;;88;73;55
5;2017;10;6;3;4;;88;73;55
6;2017;10;6;3;1;;88;73;55
7;2017;10;6;3;1;;88;73;55
8;2017;10;6;3;1;;88;73;55
9;2017;10;6;3;1;;88;73;55
10;2017;10;6;3;1;;88;73;55
11;2017;10;6;3;1;;88;73;55
12;2017;10;6;3;2;;88;73;55
13;2017;10;6;3;2;;88;73;55
14;2017;10;6;3;2;;88;73;55
15;2017;10;6;3;2;;88;73;55
16;2017;10;6;3;2;;88;73;55
17;2017;10;6;3;2;;88;73;55
18;2017;10;6;3;3;;88;73;55
19;2017;10;6;3;3;;88;73;55
20;2017;10;6;3;3;;88;73;55
21;2017;10;6;3;3;;88;73;55
22;2017;10;6;3;3;;88;73;55
23;2017;10;6;3;3;;88;73;55
24;2017;10;6;3;4;;88;73;55
1;2017;10;7;3;4;;81;66;48
2;2017;10;7;3;4;;81;66;48
3;2017;10;7;3;4;;81;66;48
4;2017;10;7;3;4;;81;66;48
5;2017;10;7;3;4;;81;66;48
6;2017;10;7;3;1;;81;66;48
7;2017;10;7;3;1;;81;66;48
8;2017;10;7;3;1;;81;66;48
9;2017;10;7;3;1;;81;66;48
10;2017;10;7;3;1;;81;66;48
11;2017;10;7;3;1;;81;66;48
12;2017;10;7;3;2;;81;66;48
13;2017;10;7;3;2;;81;66;48
14;2017;10;7;3;2;;81;66;48
15;2017;10;7;3;2;;81;66;48
16;2017;10;7;3;2;;81;66;48
17;2017;10;7;3;2;;81;66;48
18;2017;10;7;3;3;;81;66;48
19;2017;10;7;3;3;;81;66;48
20;2017;10;7;3;3;;81;66;48
21;2017;10;7;3;3;;81;66;48
22;2017;10;7;3;3;;81;66;48
23;2017;10;7;3;3;;81;66;48
24;2017;10;7;3;4;;81;66;48
1;2017;10;8;3;4;;82;65;50
2;2017;10;8;3;4;;82;65;50
3;2017;10;8;3;4;;82;65;50
4;2017;10;8;3;4;;82;65;50
5;2017;10;8;3;4;;82;65;50
6;2017;10;8;3;1;;82;65;50
7;2017;10;8;3;1;;82;65;50
8;2017;10;8;3;1;;82;65;50
9;2017;10;8;3;1;;82;65;50
10;2017;10;8;3;1;;82;65;50
11;2017;10;8;3;1;;82;65;50
12;2017;10;8;3;2;;82;65;50
13;2017;10;8;3;2;;82;65;50
14;2017;10;8;3;2;;82;65;50
15;2017;10;8;3;2;;82;65;50
16;2017;10;8;3;2;;82;65;50
17;2017;10;8;3;2;;82;65;50
18;2017;10;8;3;3;;82;65;50
19;2017;10;8;3;3;;82;65;50
20;2017;10;8;3;3;;82;65;50
21;2017;10;8;3;3;;82;65;50
22;2017;10;8;3;3;;82;65;50
23;2017;10;8;3;3;;82;65;50
24;2017;10;8;3;4;;82;65;50
1;2017;10;9;3;4;;82;65;45
2;2017;10;9;3;4;;82;65;45
3;2017;10;9;3;4;;82;65;45
4;2017;10;9;3;4;;82;65;45
5;2017;10;9;3;4;;82;65;45
6;2017;10;9;3;1;;82;65;45
7;2017;10;9;3;1;;82;65;45
8;2017;10;9;3;1;;82;65;45
9;2017;10;9;3;1;;82;65;45
10;2017;10;9;3;1;;82;65;45
11;2017;10;9;3;1;;82;65;45
12;2017;10;9;3;2;;82;65;45
13;2017;10;9;3;2;;82;65;45
14;2017;10;9;3;2;;82;65;45
15;2017;10;9;3;2;;82;65;45
16;2017;10;9;3;2;;82;65;45
17;2017;10;9;3;2;;82;65;45
18;2017;10;9;3;3;;82;65;45
19;2017;10;9;3;3;;82;65;45
20;2017;10;9;3;3;;82;65;45
21;2017;10;9;3;3;;82;65;45
22;2017;10;9;3;3;;82;65;45
23;2017;10;9;3;3;;82;65;45
24;2017;10;9;3;4;;82;65;45
1;2017;10;10;3;4;;84;64;46
2;2017;10;10;3;4;;84;64;46
3;2017;10;10;3;4;;84;64;46
4;2017;10;10;3;4;;84;64;46
5;2017;10;10;3;4;;84;64;46
6;2017;10;10;3;1;;84;64;46
7;2017;10;10;3;1;;84;64;46
8;2017;10;10;3;1;;84;64;46
9;2017;10;10;3;1;;84;64;46
10;2017;10;10;3;1;;84;64;46
11;2017;10;10;3;1;;84;64;46
12;2017;10;10;3;2;;84;64;46
13;2017;10;10;3;2;;84;64;46
14;2017;10;10;3;2;;84;64;46
15;2017;10;10;3;2;;84;64;46
16;2017;10;10;3;2;;84;64;46
17;2017;10;10;3;2;;84;64;46
18;2017;10;10;3;3;;84;64;46
19;2017;10;10;3;3;;84;64;46
20;2017;10;10;3;3;;84;64;46
21;2017;10;10;3;3;;84;64;46
22;2017;10;10;3;3;;84;64;46
23;2017;10;10;3;3;;84;64;46
24;2017;10;10;3;4;;84;64;46
1;2017;10;11;3;4;;82;64;46
2;2017;10;11;3;4;;82;64;46
3;2017;10;11;3;4;;82;64;46
4;2017;10;11;3;4;;82;64;46
5;2017;10;11;3;4;;82;64;46
6;2017;10;11;3;1;;82;64;46
7;2017;10;11;3;1;;82;64;46
8;2017;10;11;3;1;;82;64;46
9;2017;10;11;3;1;;82;64;46
10;2017;10;11;3;1;;82;64;46
11;2017;10;11;3;1;;82;64;46
12;2017;10;11;3;2;;82;64;46
13;2017;10;11;3;2;;82;64;46
14;2017;10;11;3;2;;82;64;46
15;2017;10;11;3;2;;82;64;46
16;2017;10;11;3;2;;82;64;46
17;2017;10;11;3;2;;82;64;46
18;2017;10;11;3;3;;82;64;46
19;2017;10;11;3;3;;82;64;46
20;2017;10;11;3;3;;82;64;46
21;2017;10;11;3;3;;82;64;46
22;2017;10;11;3;3;;82;64;46
23;2017;10;11;3;3;;82;64;46
24;2017;10;11;3;4;;82;64;46
1;2017;10;12;3;4;;86;66;48
2;2017;10;12;3;4;;86;66;48
3;2017;10;12;3;4;;86;66;48
4;2017;10;12;3;4;;86;66;48
5;2017;10;12;3;4;;86;66;48
6;2017;10;12;3;1;;86;66;48
7;2017;10;12;3;1;;86;66;48
8;2017;10;12;3;1;;86;66;48
9;2017;10;12;3;1;;86;66;48
10;2017;10;12;3;1;;86;66;48
11;2017;10;12;3;1;;86;66;48
12;2017;10;12;3;2;;86;66;48
13;2017;10;12;3;2;;86;66;48
14;2017;10;12;3;2;;86;66;48
15;2017;10;12;3;2;;86;66;48
16;2017;10;12;3;2;;86;66;48
17;2017;10;12;3;2;;86;66;48
18;2017;10;12;3;3;;86;66;48
19;2017;10;12;3;3;;86;66;48
20;2017;10;12;3;3;;86;66;48
21;2017;10;12;3;3;;86;66;48
22;2017;10;12;3;3;;86;66;48
23;2017;10;12;3;3;;86;66;48
24;2017;10;12;3;4;;86;66;48
1;2017;10;13;3;4;;84;68;52
2;2017;10;13;3;4;;84;68;52
3;2017;10;13;3;4;;84;68;52
4;2017;10;13;3;4;;84;68;52
5;2017;10;13;3;4;;84;68;52
6;2017;10;13;3;1;;84;68;52
7;2017;10;13;3;1;;84;68;52
8;2017;10;13;3;1;;84;68;52
9;2017;10;13;3;1;;84;68;52
10;2017;10;13;3;1;;84;68;52
11;2017;10;13;3;1;;84;68;52
12;2017;10;13;3;2;;84;68;52
13;2017;10;13;3;2;;84;68;52
14;2017;10;13;3;2;;84;68;52
15;2017;10;13;3;2;;84;68;52
16;2017;10;13;3;2;;84;68;52
17;2017;10;13;3;2;;84;68;52
18;2017;10;13;3;3;;84;68;52
19;2017;10;13;3;3;;84;68;52
20;2017;10;13;3;3;;84;68;52
21;2017;10;13;3;3;;84;68;52
22;2017;10;13;3;3;;84;68;52
23;2017;10;13;3;3;;84;68;52
24;2017;10;13;3;4;;84;68;52
1;2017;10;14;3;4;;84;66;50
2;2017;10;14;3;4;;84;66;50
3;2017;10;14;3;4;;84;66;50
4;2017;10;14;3;4;;84;66;50
5;2017;10;14;3;4;;84;66;50
6;2017;10;14;3;1;;84;66;50
7;2017;10;14;3;1;;84;66;50
8;2017;10;14;3;1;;84;66;50
9;2017;10;14;3;1;;84;66;50
10;2017;10;14;3;1;;84;66;50
11;2017;10;14;3;1;;84;66;50
12;2017;10;14;3;2;;84;66;50
13;2017;10;14;3;2;;84;66;50
14;2017;10;14;3;2;;84;66;50
15;2017;10;14;3;2;;84;66;50
16;2017;10;14;3;2;;84;66;50
17;2017;10;14;3;2;;84;66;50
18;2017;10;14;3;3;;84;66;50
19;2017;10;14;3;3;;84;66;50
20;2017;10;14;3;3;;84;66;50
21;2017;10;14;3;3;;84;66;50
22;2017;10;14;3;3;;84;66;50
23;2017;10;14;3;3;;84;66;50
24;2017;10;14;3;4;;84;66;50
1;2017;10;15;3;4;;84;70;57
2;2017;10;15;3;4;;84;70;57
3;2017;10;15;3;4;;84;70;57
4;2017;10;15;3;4;;84;70;57
5;2017;10;15;3;4;;84;70;57
6;2017;10;15;3;1;;84;70;57
7;2017;10;15;3;1;;84;70;57
8;2017;10;15;3;1;;84;70;57
9;2017;10;15;3;1;;84;70;57
10;2017;10;15;3;1;;84;70;57
11;2017;10;15;3;1;;84;70;57
12;2017;10;15;3;2;;84;70;57
13;2017;10;15;3;2;;84;70;57
14;2017;10;15;3;2;;84;70;57
15;2017;10;15;3;2;;84;70;57
16;2017;10;15;3;2;;84;70;57
17;2017;10;15;3;2;;84;70;57
18;2017;10;15;3;3;;84;70;57
19;2017;10;15;3;3;;84;70;57
20;2017;10;15;3;3;;84;70;57
21;2017;10;15;3;3;;84;70;57
22;2017;10;15;3;3;;84;70;57
23;2017;10;15;3;3;;84;70;57
24;2017;10;15;3;4;;84;70;57
1;2017;10;16;3;4;;81;68;54
2;2017;10;16;3;4;;81;68;54
3;2017;10;16;3;4;;81;68;54
4;2017;10;16;3;4;;81;68;54
5;2017;10;16;3;4;;81;68;54
6;2017;10;16;3;1;;81;68;54
7;2017;10;16;3;1;;81;68;54
8;2017;10;16;3;1;;81;68;54
9;2017;10;16;3;1;;81;68;54
10;2017;10;16;3;1;;81;68;54
11;2017;10;16;3;1;;81;68;54
12;2017;10;16;3;2;;81;68;54
13;2017;10;16;3;2;;81;68;54
14;2017;10;16;3;2;;81;68;54
15;2017;10;16;3;2;;81;68;54
16;2017;10;16;3;2;;81;68;54
17;2017;10;16;3;2;;81;68;54
18;2017;10;16;3;3;;81;68;54
19;2017;10;16;3;3;;81;68;54
20;2017;10;16;3;3;;81;68;54
21;2017;10;16;3;3;;81;68;54
22;2017;10;16;3;3;;81;68;54
23;2017;10;16;3;3;;81;68;54
24;2017;10;16;3;4;;81;68;54
1;2017;10;17;3;4;;70;60;52
2;2017;10;17;3;4;;70;60;52
3;2017;10;17;3;4;;70;60;52
4;2017;10;17;3;4;;70;60;52
5;2017;10;17;3;4;;70;60;52
6;2017;10;17;3;1;;70;60;52
7;2017;10;17;3;1;;70;60;52
8;2017;10;17;3;1;;70;60;52
9;2017;10;17;3;1;;70;60;52
10;2017;10;17;3;1;;70;60;52
11;2017;10;17;3;1;;70;60;52
12;2017;10;17;3;2;;70;60;52
13;2017;10;17;3;2;;70;60;52
14;2017;10;17;3;2;;70;60;52
15;2017;10;17;3;2;;70;60;52
16;2017;10;17;3;2;;70;60;52
17;2017;10;17;3;2;;70;60;52
18;2017;10;17;3;3;;70;60;52
19;2017;10;17;3;3;;70;60;52
20;2017;10;17;3;3;;70;60;52
21;2017;10;17;3;3;;70;60;52
22;2017;10;17;3;3;;70;60;52
23;2017;10;17;3;3;;70;60;52
24;2017;10;17;3;4;;70;60;52
1;2017;10;18;3;4;;59;56;50
2;2017;10;18;3;4;;59;56;50
3;2017;10;18;3;4;;59;56;50
4;2017;10;18;3;4;;59;56;50
5;2017;10;18;3;4;;59;56;50
6;2017;10;18;3;1;;59;56;50
7;2017;10;18;3;1;;59;56;50
8;2017;10;18;3;1;;59;56;50
9;2017;10;18;3;1;;59;56;50
10;2017;10;18;3;1;;59;56;50
11;2017;10;18;3;1;;59;56;50
12;2017;10;18;3;2;;59;56;50
13;2017;10;18;3;2;;59;56;50
14;2017;10;18;3;2;;59;56;50
15;2017;10;18;3;2;;59;56;50
16;2017;10;18;3;2;;59;56;50
17;2017;10;18;3;2;;59;56;50
18;2017;10;18;3;3;;59;56;50
19;2017;10;18;3;3;;59;56;50
20;2017;10;18;3;3;;59;56;50
21;2017;10;18;3;3;;59;56;50
22;2017;10;18;3;3;;59;56;50
23;2017;10;18;3;3;;59;56;50
24;2017;10;18;3;4;;59;56;50
1;2017;10;19;3;4;;66;54;46
2;2017;10;19;3;4;;66;54;46
3;2017;10;19;3;4;;66;54;46
4;2017;10;19;3;4;;66;54;46
5;2017;10;19;3;4;;66;54;46
6;2017;10;19;3;1;;66;54;46
7;2017;10;19;3;1;;66;54;46
